,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,VisitFrequency,Gender,Age,cluster
834,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,1,Once a year,Male,57,1
835,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a year,Female,53,0
836,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,2,Once a week,Female,49,1
837,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Never,Male,56,1
838,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,Male,50,1
839,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a year,Female,59,1
840,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,Female,32,1
841,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,4,Once a month,Female,44,1
842,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,1,Once a month,Female,34,1
843,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,Once a year,Female,51,1
844,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Once a month,Male,33,1
845,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,Once a month,Female,36,1
846,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,More than once a week,Female,24,1
847,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Female,42,1
848,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,Male,45,0
849,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Every three months,Female,48,0
850,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,More than once a week,Female,34,1
851,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a week,Female,28,1
852,No,No,No,No,No,No,No,No,No,No,No,0,Once a year,Female,55,1
853,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,Every three months,Female,29,1
854,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,Female,40,1
855,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Every three months,Male,44,1
856,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,Male,49,0
857,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Male,29,1
858,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,Male,40,1
859,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,3,More than once a week,Male,30,1
860,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,Male,34,1
861,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,Male,60,1
862,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,Male,66,1
863,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,3,Every three months,Male,51,1
864,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,Male,44,0
865,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a year,Male,64,1
866,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,3,Every three months,Female,37,1
867,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,Male,51,0
868,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a week,Male,30,1
869,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,Once a year,Male,53,0
870,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,1,Once a month,Male,48,1
871,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,Once a year,Female,67,0
872,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,Male,39,0
873,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,Female,67,1
874,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,Never,Male,61,0
875,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2,Every three months,Male,57,1
876,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,-5,Once a year,Male,64,0
877,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,Once a year,Female,64,0
878,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,Once a week,Female,34,1
879,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,Once a week,Male,45,1
880,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Male,34,1
881,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,Male,67,0
882,No,No,No,Yes,No,Yes,No,No,No,No,Yes,-5,Never,Female,38,0
883,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,Once a week,Male,22,1
884,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,5,Once a week,Female,57,1
885,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,Every three months,Female,65,1
886,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-2,Once a year,Male,63,0
887,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Once a year,Male,49,0
888,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,Once a year,Male,36,0
889,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-1,Never,Female,60,0
890,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,Once a year,Female,62,0
891,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,5,Once a week,Male,55,1
892,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,3,Once a month,Female,41,1
893,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,More than once a week,Male,46,0
894,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Female,51,1
895,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,5,Every three months,Female,61,1
896,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,3,Once a week,Female,38,1
897,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Never,Female,59,0
898,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,4,Once a month,Male,36,1
899,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Never,Female,62,1
900,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Once a month,Male,58,1
901,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,Female,23,1
902,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-5,Every three months,Female,50,0
903,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Once a month,Female,25,1
904,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,Male,55,1
905,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-5,Once a year,Male,48,0
906,No,No,No,Yes,No,Yes,No,No,No,No,Yes,-5,Never,Female,62,0
907,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Every three months,Female,61,1
908,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,More than once a week,Female,32,1
909,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,0,Every three months,Male,49,1
910,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Once a month,Male,20,1
911,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,1,Every three months,Female,43,1
912,No,No,No,No,No,Yes,Yes,No,No,No,No,-5,Never,Female,63,0
913,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,Female,60,1
914,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,Once a year,Female,68,1
915,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Male,64,1
916,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,Male,57,0
917,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,4,Once a month,Male,71,1
918,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,Every three months,Female,30,1
919,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,More than once a week,Male,61,1
920,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,1,Once a month,Female,55,1
921,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,-3,Once a month,Male,53,0
922,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Every three months,Male,45,1
923,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Male,41,1
924,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,Every three months,Male,30,1
925,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,2,Once a week,Female,42,1
926,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,3,Once a week,Female,22,1
927,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,Female,46,1
928,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,5,Once a month,Male,43,1
929,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,Female,33,1
930,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,Never,Female,19,0
931,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a month,Male,24,1
932,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-4,Once a year,Male,58,0
933,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,Every three months,Male,59,1
934,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Female,31,1
935,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,Once a month,Female,37,1
936,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,Male,56,1
937,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,Every three months,Male,52,0
938,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Male,36,0
939,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,Once a month,Female,25,1
940,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0,Once a year,Male,20,1
941,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a month,Female,21,1
942,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,Once a week,Female,59,0
943,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,Once a year,Female,51,0
944,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,Female,50,1
945,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Every three months,Male,63,1
946,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,Female,25,1
947,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,Male,51,1
948,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,Once a year,Female,36,0
949,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,Female,31,1
950,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,Once a month,Male,26,1
951,No,No,No,No,No,No,No,No,No,No,Yes,-5,Once a year,Male,30,0
952,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,Female,37,1
953,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-1,Every three months,Male,30,0
954,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,Once a month,Female,30,1
955,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,4,Every three months,Female,55,1
956,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Once a month,Female,19,1
957,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,More than once a week,Female,23,1
958,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,Every three months,Female,26,0
959,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-1,Once a year,Female,59,0
960,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,4,Once a week,Male,23,1
961,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,4,Once a month,Male,30,1
962,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Every three months,Female,18,1
963,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,0,Once a year,Male,51,1
964,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,2,Once a year,Male,35,1
965,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3,Once a week,Female,43,1
966,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,Once a year,Female,56,1
967,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,2,Once a week,Male,53,1
968,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,Every three months,Female,47,0
969,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,2,Every three months,Male,65,1
970,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,Never,Male,51,1
971,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a month,Female,33,1
972,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Never,Male,61,1
973,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,Female,33,1
974,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,Once a month,Male,25,1
975,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,-5,Never,Male,36,0
976,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,Male,47,1
977,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Once a month,Female,59,1
978,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Once a year,Female,37,0
979,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a month,Male,22,1
980,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Every three months,Male,48,0
981,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,2,Once a year,Male,70,1
982,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-5,Never,Male,51,0
983,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,Once a month,Female,23,1
984,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,Every three months,Female,28,1
985,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4,Once a week,Male,39,1
986,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,4,Every three months,Female,62,1
987,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a week,Female,25,1
988,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,Every three months,Female,27,1
989,No,Yes,No,No,No,Yes,No,No,No,No,No,-2,Every three months,Female,59,0
990,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-3,Every three months,Male,65,0
991,No,No,No,No,No,No,No,Yes,Yes,No,No,-4,Every three months,Female,54,0
992,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,Male,64,1
993,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,2,Once a month,Female,49,1
994,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,More than once a week,Female,22,1
995,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,Male,35,1
996,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,More than once a week,Female,41,1
997,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Every three months,Male,32,1
998,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,5,Once a week,Female,24,1
999,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,Female,52,1
1000,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,Male,44,0
1001,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,Female,38,1
1002,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a week,Female,43,1
1003,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Once a year,Female,32,1
1004,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,-1,Every three months,Male,38,0
1005,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Never,Female,63,1
1006,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,Every three months,Female,46,1
1007,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,3,Every three months,Female,29,1
1008,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,Female,61,0
1009,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,2,Every three months,Male,47,1
1010,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,Male,31,1
1011,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a week,Male,35,1
1012,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,Male,64,1
1013,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,Female,26,1
1014,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a year,Female,55,0
1015,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,More than once a week,Female,46,1
1016,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,5,Once a month,Male,52,1
1017,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,Female,50,0
1018,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,Male,33,1
1019,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a month,Female,30,1
1020,No,Yes,No,Yes,No,Yes,No,No,No,No,No,3,Once a week,Female,46,1
1021,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,Once a year,Female,60,1
1022,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,3,More than once a week,Male,27,1
1023,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Every three months,Female,51,1
1024,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,Female,41,1
1025,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,Female,67,1
1026,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,Female,63,0
1027,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,Every three months,Female,65,1
1028,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,Once a month,Male,59,1
1029,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Once a year,Female,34,1
1030,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a year,Female,34,1
1031,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,Female,53,1
1032,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Once a week,Female,31,1
1033,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,Female,58,1
1034,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,Once a week,Male,39,1
1035,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,Male,66,1
1036,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,Male,55,1
1037,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a month,Female,28,1
1038,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,-5,Once a month,Female,34,0
1039,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Once a month,Male,24,1
1040,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,0,Every three months,Female,59,1
1041,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,Female,67,1
1042,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,1,Once a month,Female,52,1
1043,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a week,Male,41,1
1044,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,Female,37,1
1045,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a week,Male,18,1
1046,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a week,Male,63,1
1047,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,Male,24,1
1048,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,5,More than once a week,Male,57,1
1049,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,Male,40,1
1050,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,Once a month,Male,20,1
1051,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1,Every three months,Male,55,1
1052,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,Once a year,Female,18,1
1053,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,1,Once a month,Male,42,1
1054,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-4,Once a year,Female,47,0
1055,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3,Every three months,Male,40,1
1056,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Once a month,Female,35,1
1057,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Once a month,Male,64,1
1058,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,-2,Every three months,Female,50,0
1059,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,Female,55,1
1060,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,Never,Female,64,0
1061,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Once a year,Female,49,0
1062,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,0,Every three months,Male,49,1
1063,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,Once a week,Female,49,1
1064,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Every three months,Male,50,0
1065,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0,Once a year,Male,65,1
1066,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a week,Male,49,0
1067,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,Male,36,1
1068,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,More than once a week,Female,31,1
1069,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a week,Female,25,1
1070,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Male,51,1
1071,No,Yes,No,Yes,No,No,No,No,Yes,No,No,1,Once a week,Male,41,1
1072,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a year,Female,58,0
1073,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,Male,69,1
1074,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a week,Female,22,1
1075,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a month,Male,39,1
1076,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,-2,Once a month,Female,58,0
1077,No,Yes,No,No,Yes,No,No,No,Yes,No,No,-1,Once a month,Male,47,0
1078,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,Once a week,Male,62,1
1079,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Male,49,1
1080,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-3,Once a year,Female,65,0
1081,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,Female,39,1
1082,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,-3,Once a year,Female,33,0
1083,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,4,Once a week,Male,33,1
1084,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,Once a month,Male,64,1
1085,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,Once a year,Male,18,0
1086,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,Once a month,Male,67,1
1087,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-5,Once a year,Female,62,0
1088,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-4,Never,Female,56,0
1089,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,-5,Once a month,Female,36,0
1090,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,1,Once a year,Male,68,1
1091,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,3,Once a month,Female,42,1
1092,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2,Once a week,Male,39,1
1093,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,Female,24,1
1094,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a week,Female,38,1
1095,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,5,Once a week,Male,52,1
1096,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,2,Once a week,Female,43,1
1097,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Every three months,Male,57,1
1098,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-4,Once a year,Female,59,0
1099,No,No,No,Yes,No,No,No,Yes,No,No,Yes,-5,Never,Female,57,0
1100,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Every three months,Male,43,1
1101,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,Once a week,Female,25,1
1102,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Every three months,Female,61,1
1103,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Once a month,Female,25,1
1104,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,Female,70,0
1105,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Every three months,Male,54,1
1106,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,5,Every three months,Male,60,1
1107,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,Once a year,Male,59,0
1108,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,Male,66,0
1109,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,4,Once a week,Male,51,1
1110,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,Once a month,Female,57,1
