yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,Visits/year,Gender
1,1,0,1,0,1,0,1,1,0,0,2,62,12,Male
1,1,0,1,0,1,1,1,0,0,0,1,26,4,Male
0,1,0,1,0,1,1,1,0,0,0,0,65,12,Female
0,1,0,1,1,0,0,1,1,0,0,2,50,12,Male
0,0,0,0,0,1,1,0,0,0,0,0,26,0,Female
0,1,0,1,1,1,1,0,0,0,0,-2,44,4,Female
0,1,0,1,0,1,0,0,0,0,0,0,48,48,Male
0,1,0,1,1,1,0,0,1,0,1,0,29,12,Female
0,1,0,1,1,1,0,0,0,0,0,-4,60,1,Female
1,1,1,1,0,1,1,1,0,1,0,5,18,96,Male
0,1,0,1,1,1,1,0,0,0,1,-3,37,1,Female
1,1,0,1,0,1,1,0,1,0,1,-3,55,1,Female
0,1,0,1,1,1,1,0,0,0,0,2,39,4,Female
1,1,0,1,0,1,0,1,1,1,0,4,55,12,Male
1,1,1,1,1,1,1,1,0,0,0,1,18,4,Male
1,1,0,1,0,1,0,1,1,0,0,5,21,48,Female
1,1,0,1,0,1,0,1,1,1,0,2,31,12,Male
1,1,0,1,0,1,1,1,0,1,0,3,28,12,Female
1,1,0,1,1,1,0,1,1,0,0,4,39,12,Male
0,1,0,1,0,1,1,1,0,0,0,1,51,4,Male
1,1,0,1,1,1,1,1,0,1,0,5,18,48,Female
0,1,0,1,0,1,1,0,0,0,1,-5,44,0,Female
0,1,1,1,1,1,1,0,0,0,1,-4,66,0,Male
0,1,0,1,1,1,1,0,0,0,1,-3,34,1,Female
1,1,0,1,0,1,1,1,0,0,0,1,53,4,Female
0,0,0,1,1,1,0,0,1,0,0,-3,42,1,Male
1,1,0,1,1,1,1,1,0,0,0,3,38,4,Female
1,1,0,1,1,1,1,1,0,0,0,3,29,12,Female
0,1,0,1,1,1,0,1,0,0,0,0,57,4,Male
1,1,0,1,0,1,1,1,1,1,0,5,26,48,Male
1,1,0,1,0,1,0,1,1,0,0,3,30,48,Female
0,1,0,1,0,1,1,1,0,0,1,1,46,4,Male
0,1,0,1,0,1,1,0,0,0,0,0,61,4,Male
1,1,0,1,0,1,1,1,0,0,0,0,39,48,Male
1,1,0,1,0,1,1,1,0,0,0,3,62,4,Male
1,1,0,1,0,1,1,1,1,1,0,4,43,12,Female
1,1,0,1,1,1,1,1,0,0,0,3,36,12,Female
1,1,0,0,1,1,1,1,0,0,0,3,60,4,Female
0,1,0,1,0,1,1,0,0,0,0,-4,54,1,Female
0,1,0,1,0,1,1,1,0,0,0,0,48,48,Male
1,1,0,1,1,1,1,1,0,0,0,2,20,12,Male
1,1,0,1,1,1,1,1,0,0,0,2,27,12,Female
0,1,0,1,0,1,1,1,0,0,0,-1,68,12,Female
0,1,0,1,1,1,1,1,0,0,0,-1,70,12,Male
1,1,0,1,1,1,1,1,0,0,0,3,28,12,Female
0,1,0,1,1,1,1,0,0,0,1,-5,59,0,Female
0,1,0,0,0,1,1,0,0,0,0,-2,45,1,Male
1,1,0,0,0,1,0,1,1,1,0,2,67,4,Male
1,1,0,1,1,1,0,0,1,0,1,3,26,48,Female
0,0,0,1,1,1,0,0,1,0,1,-5,42,0,Male
0,1,0,0,0,1,1,0,0,0,0,4,55,48,Male
0,1,0,1,1,1,0,0,0,0,1,-2,30,1,Female
1,1,0,0,0,1,0,1,0,1,0,5,33,48,Male
0,1,0,1,0,1,1,0,0,0,0,-3,60,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,57,12,Female
0,1,0,1,1,1,1,1,0,0,0,0,44,12,Male
1,1,1,1,0,1,1,1,0,0,0,4,59,4,Female
0,0,0,1,1,1,1,0,0,0,1,-5,35,0,Male
0,1,0,1,1,1,1,0,0,0,0,1,60,1,Male
0,1,0,1,1,1,1,0,0,1,1,-5,67,0,Female
1,1,0,1,1,1,1,1,0,0,0,4,29,48,Female
1,1,0,1,1,1,1,1,0,0,0,4,22,12,Female
1,0,0,0,0,1,0,1,0,0,0,4,54,1,Female
1,1,0,1,0,1,0,1,1,1,0,3,21,96,Female
0,1,1,0,0,1,0,1,0,0,0,4,62,12,Female
0,1,0,1,1,1,1,0,0,0,1,-5,53,0,Male
0,1,0,1,1,1,0,0,1,0,1,-4,37,1,Female
1,1,0,1,1,1,1,1,0,1,0,5,44,48,Female
0,1,0,1,1,1,1,0,0,0,1,-5,52,0,Female
0,1,0,1,0,1,0,0,1,0,0,1,55,4,Male
0,1,0,1,1,1,0,0,0,0,1,-3,32,1,Female
0,0,0,1,1,0,0,0,1,0,1,-5,32,12,Female
1,1,0,1,0,1,0,1,1,0,0,2,47,4,Male
0,1,0,1,1,1,0,0,0,0,1,-5,31,1,Male
0,1,0,1,0,1,0,1,1,0,0,1,55,1,Male
0,1,0,1,1,1,0,0,1,1,0,-4,60,1,Female
1,1,0,1,0,1,0,1,1,0,0,5,70,48,Male
1,1,0,1,0,0,1,1,0,0,0,4,49,1,Female
1,1,0,1,1,1,1,1,0,0,0,2,55,1,Female
0,0,0,1,1,1,1,0,0,0,0,-2,50,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,26,12,Male
0,1,0,1,0,1,1,0,0,0,1,-4,55,1,Male
0,1,0,1,1,1,0,1,1,0,1,-3,57,4,Male
0,1,0,1,1,1,1,0,0,0,0,-1,20,12,Female
1,1,0,1,0,1,0,1,1,1,0,4,46,12,Female
0,0,0,1,1,1,1,0,0,0,1,-5,62,0,Female
0,1,0,1,1,1,1,0,0,0,1,0,59,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,53,12,Female
1,1,0,1,1,1,1,1,0,0,0,3,57,4,Female
1,1,0,1,0,1,1,1,0,0,0,1,59,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,41,12,Male
0,1,0,1,0,1,1,0,0,0,0,1,36,12,Male
1,1,0,1,0,1,1,1,0,0,0,4,57,12,Male
1,0,0,0,0,1,1,1,0,0,0,5,33,12,Female
0,1,0,1,0,1,0,0,1,1,0,3,38,12,Female
0,1,0,1,1,1,1,1,0,0,0,1,37,4,Male
1,1,0,1,1,0,1,1,0,0,0,4,25,96,Male
0,1,0,1,1,1,1,0,1,0,1,-3,42,48,Male
1,1,0,1,0,1,0,1,1,0,0,3,55,4,Female
0,1,0,1,1,1,1,0,0,0,0,2,21,48,Male
0,0,0,0,0,0,0,0,1,0,1,-5,44,1,Male
1,1,0,1,1,1,1,1,0,0,1,4,41,48,Male
0,1,0,1,1,1,1,0,0,0,1,-5,25,0,Male
1,1,0,1,1,1,0,1,1,0,0,5,24,12,Male
1,1,0,1,0,1,1,1,0,1,0,4,61,4,Female
1,1,0,1,1,1,0,1,1,0,0,3,27,12,Female
1,1,1,1,1,0,1,1,0,1,1,1,61,12,Male
1,1,0,0,0,1,1,1,0,0,0,3,55,12,Female
1,1,0,1,1,1,0,1,1,0,0,5,29,48,Male
1,1,0,0,1,1,1,1,0,0,0,4,31,12,Male
1,1,0,1,0,1,1,1,0,0,0,2,50,1,Female
0,1,0,1,1,1,1,0,0,1,0,-3,55,0,Male
0,1,0,1,1,1,1,1,0,0,1,1,18,12,Female
1,1,0,1,1,1,1,1,0,1,0,1,52,4,Female
0,1,0,1,1,0,0,1,1,0,0,0,43,12,Male
0,1,0,1,1,0,0,0,1,0,1,-5,47,1,Male
1,1,0,1,0,0,1,1,0,1,0,2,36,48,Female
1,1,0,1,0,1,0,1,1,0,0,3,52,12,Female
1,1,0,0,0,1,1,1,0,1,0,4,41,4,Male
0,1,0,1,1,0,0,0,1,0,1,-3,30,4,Male
